URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-additional-monitoring-indicator,1.0.0,active,,ChSMCAdditionalMonitoringIndicatorVS,CH SMC - Additional Monitoring Indicator,"Value Set for the Additional Monitoring Indicator from SMC","StructureDefinition/ch-idmp-medicinalproductdefinition","Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-attached-document-type,1.0.0,active,,ChSMCAttachedDocumentTypeVS,CH SMC - Attached Document Type,"Value Set for the Legal Status of Supply from SMC",,"Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-authorisation-category,1.0.0,active,,ChSMCAuthorisationCategoryVS,CH SMC - Authorisation Category,"Value Set for the Authorisation Category from SMC",,"Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-authorisation-status,1.0.0,active,,ChSMCAuthorisationStatusVS,CH SMC - Authorisation Status,"Value Set for the Authorisation Status from SMC","StructureDefinition/ch-idmp-regulatedauthorization","Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-authorised-pharmaceutical-dose-form,1.0.0,active,,ChSMCAuthorisedPharmaceuticalDoseFormVS,CH SMC - Authorised Pharmaceutical Dose Form,"Value Set for the Authorised Pharmaceutical Dose Form from SMC used by FOPH","StructureDefinition/authorizedDoseForm",
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-ingredient-role,1.0.0,active,,ChSMCIngredientRoleVS,CH SMC - Ingredient Role,"Value Set for the Ingredient Role from SMC","StructureDefinition/ch-idmp-ingredient","Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-legal-status-of-supply,1.0.0,active,,ChSMCLegalStatusOfSupplyVS,CH SMC - Legal Status of Supply,"Value Set for the Legal Status of Supply from SMC",,"Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-marketing-status,1.0.0,active,,ChSMCMarketingStatusVS,CH SMC - Marketing Status,"Value Set for the Marketingstatus from SMC","StructureDefinition/ch-idmp-packagedproductdefinition","Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-pediatric-use-indicator,1.0.0,active,,ChSMCPediatricUseIndicatorVS,CH SMC - Pediatric Use Indicator,"Value Set for the Pediatric Use Indicator from SMC","StructureDefinition/ch-idmp-medicinalproductdefinition","Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-special-precautions-for-storage,1.0.0,active,,ChSMCSpecialPrecautionsForStorageVS,CH SMC - Special Precautions for Storage,"Value Set for the Special Precautions for Storage from SMC",,"Internal"
http://fhir.ch/ig/ch-epl/ValueSet/ch-SMC-substance,1.0.0,active,,ChSMCSubstanceVS,CH SMC - Substance,"Value Set for the Substances from SMC","StructureDefinition/ch-idmp-ingredient","Internal"
