Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-core.json	35236	-	0	0	0	0	0	0	3	65	0	0	0	0	0	0	0	1	0	0	140	94	0	0	0	4	0	0
fsh-generated/resources/Organization-PhysiotherapieCH.json	393	2	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-ext-ech-46-emailcategory.json	2241	3	0	0	0	0	0	39	0	39	0	0	3	0	0	0	0	0	0	0	55	1081	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-core-document-epr.json	2201	3	0	0	0	0	0	1110	0	276	0	0	0	0	0	0	0	3	0	0	807	2650	0	0	0	18	1	3
fsh-generated/resources/StructureDefinition-ch-ext-ech-46-phonecategory.json	2240	7	1	0	0	0	0	23	0	14	0	0	0	0	0	0	0	0	0	0	50	145	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-core-location.json	3942	4	0	0	0	0	0	66	0	65	0	0	0	0	0	0	0	0	0	0	149	409	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ch-ext-bfs-ms-admitrole.json	2095	2	0	0	0	0	0	20	0	33	0	0	0	0	0	0	0	0	0	0	34	114	0	0	0	1	0	0
fsh-generated/resources/Organization-GruppenpraxisCH.json	981	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-core-humanname.json	6914	5	0	0	0	0	0	30	0	30	0	0	0	0	0	0	0	0	0	0	84	216	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-ext-author.json	3243	3	0	0	0	0	0	38	0	106	0	0	1	0	0	0	0	0	0	0	59	144	0	0	0	1	0	0
fsh-generated/resources/Organization-Radiologieinstitut.json	795	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1	0	0	0
fsh-generated/resources/StructureDefinition-ch-core-address-ech-11-placeoforigin.json	3127	4	0	0	0	0	0	102	0	50	0	0	0	0	0	0	0	1	0	0	118	294	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ch-ext-epr-confidentialitycode.json	2538	3	0	0	0	0	0	22	0	23	0	0	0	0	0	0	0	0	0	0	66	166	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ch-core-composition-epr.json	10711	9	0	0	0	0	0	199	1	129	0	0	0	0	0	0	0	0	0	0	400	1068	0	0	0	7	0	0
