URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-lab-order/ValueSet/MicrobiolProcedures,3.0.0-ballot,active,,MicrobiologicalProcedure,Microbiological Procedure,"Valueset Snomed CT Codes of Microbiological Procedures",,"SCT"
http://fhir.ch/ig/ch-lab-order/ValueSet/ServiceRequest.categories,3.0.0-ballot,active,,ServiceRequestCategories,Service Request Categories for Questionnaires,"ch-lab-order Service Request Categories",,"Internal"
http://fhir.ch/ig/ch-lab-order/ValueSet/ch-lab-order-study-types,3.0.0-ballot,active,,ChLabOrderLabStudyTypes,Laboratory Study Types,"refers to https://wiki.ihe.net/index.php/1.3.6.1.4.1.19376.1.3.3.2.1, but without some errors",,"LOINC"
http://fhir.ch/ig/ch-lab-order/ValueSet/ch-lab-vs-order-control,3.0.0-ballot,active,,ChLabVSOrderControl,Order Control Codes used in CH Lab-Order,"Contains some codes of placer applications from v2-0119 table",,"THO (V2)"
http://fhir.ch/ig/ch-lab-order/ValueSet/clinical-focus-vitamin-d,3.0.0-ballot,active,,ClinicalFocusVitaminD,Vitamin D all possible clinical contexts for test,"Broadest value set that may be referenced by ObservationDefinition.validCodedValueSet",,"SCT"
http://fhir.ch/ig/ch-lab-order/ValueSet/normal-contexts-vitamin-d,3.0.0-ballot,active,,NormalReasonsVitaminD,Contexts for reimbursement of the vitamin D test,"Diese Valueset listet die Standardantworten auf die Frage ""Verordnungskontext für den Vitamin-D-Test"" auf, die eine Erstattung dieses Tests erlauben.",,"SCT"
http://fhir.ch/ig/ch-lab-order/ValueSet/observation-triggeredby-type,3.0.0-ballot,active,,ObservationTriggeredByTypeVS,Observation TriggeredBy Type,"Possible reasons why an observation was triggered by another.","StructureDefinition/observation-triggeredBy","Internal"
http://fhir.ch/ig/ch-lab-order/ValueSet/reasons-for-order,3.0.0-ballot,active,,ReasonsForOrder,All Valid Reasons for Ordering a Lab Service,"Broadest value set that may be referenced by ObservationDefinition.validCodedValueSet",,"SCT"
http://fhir.ch/ig/ch-term/ValueSet/DocumentEntry.classCode,3.2.0,active,"2.16.756.5.30.1.127.3.10.1.3",DocumentEntryClassCode,DocumentEntry.classCode,"Document class as per EPRO-FDHA Annex 3","StructureDefinition/ch-lab-order-composition-with-sr,StructureDefinition/ch-lab-order-composition-with-sr-and-form","SCT"
http://fhir.ch/ig/ch-term/ValueSet/DocumentEntry.languageCode,3.2.0,active,"2.16.756.5.30.1.127.3.10.1.13",DocumentEntryLanguageCode,DocumentEntry.languageCode,"Document language as per Annex 3 EPRO-FDHA. Defines the language in which the document was written.","Questionnaire/5-biol-monit,Questionnaire/2-pertussis,Questionnaire/3-gyn,Questionnaire/4-sepsis,Questionnaire/6-histopath","ch.fhir.ig.ch-term,hl7.terminology.r4"
http://fhir.ch/ig/ch-term/ValueSet/DocumentEntry.typeCode,3.2.0,active,"2.16.756.5.30.1.127.3.10.1.27",DocumentEntryTypeCode,DocumentEntry.typeCode,"Type of document as per Annex 3 EPRO-FDHA.     The code defines a document’s type (e.g. discharge report, laboratory report). Each document type should be assigned to precisely one document class.","StructureDefinition/ch-lab-order-composition-with-sr,StructureDefinition/ch-lab-order-composition-with-sr-and-form","SCT"
http://hl7.org/fhir/ValueSet/procedure-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.427",ProcedureCodes(SNOMEDCT),Procedure Codes (SNOMED CT),"Procedure Code: All SNOMED CT procedure codes.","StructureDefinition/ch-lab-order-SR","SCT"
http://terminology.hl7.org/ValueSet/v2-0119,2.0.0,active,"2.16.840.1.113883.21.52",Hl7VSOrderControl,hl7VS-orderControl,"Concepts which are used to determine the function of the order segment.  Depending on the message, the action specifies by one of these control codes may refer to an order or an individual service.","StructureDefinition/ch-lab-order-SR","THO (V2)"
