URL,Version,Status,OIDs,Name,Title,Description,Used
http://fhir.ch/ig/ch-allergyintolerance/CodeSystem/allergyintolerance-category-supplement,3.2.0,active,,AllergyIntoleranceCategory,CH AllergyIntolerance Category,"Code supplement with translations of CHAllergyIntolerance category",
http://fhir.ch/ig/ch-allergyintolerance/CodeSystem/allergyintolerance-clinical-supplement,3.2.0,active,,AllergyIntoleranceClinicalStatus,CH AllergyIntolerance Clinical Status,"Code supplement with translations of CHAllergyIntolerance clinical status",
http://fhir.ch/ig/ch-allergyintolerance/CodeSystem/allergyintolerance-criticality-supplement,3.2.0,active,,AllergyIntoleranceCriticalityStatus,CH AllergyIntolerance Criticality Status,"Code supplement with translations of CHAllergyIntolerance criticality status",
http://fhir.ch/ig/ch-allergyintolerance/CodeSystem/allergyintolerance-severity-supplement,3.2.0,active,,AllergyIntoleranceSeverityStatus,CH AllergyIntolerance Severity Status,"Code supplement with translations of CHAllergyIntolerance severity status",
http://fhir.ch/ig/ch-allergyintolerance/CodeSystem/allergyintolerance-type-supplement,3.2.0,active,,AllergyIntoleranceType,CH AllergyIntolerance Type,"Code supplement with translations of CHAllergyIntolerance type",
http://fhir.ch/ig/ch-allergyintolerance/CodeSystem/allergyintolerance-verification-supplement,3.2.0,active,,AllergyIntoleranceVerificationStatus,CH AllergyIntolerance Verification Status,"Code supplement with translations of CHAllergyIntolerance verification status",
http://fhir.ch/ig/ch-core/CodeSystem/bfs-medstats-17-admitsource,3.2.0,active,,BfsMedstats17Admitsource,BFS Medizinische Statistik - 17 1.2.V02 - Aufenthaltsort vor dem Eintritt / Séjour avant l’admission / Luogo di soggiorno prima dell’ammissione,"BFS defines variables for medical statistic (german, french, italian) see [BFS](https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.7066232.html). Unmittelbarer Aufenthaltsort vor dem Eintritt. Wo befand sich der Patient / die Patientin?",
http://fhir.ch/ig/ch-core/CodeSystem/bfs-medstats-18-admittype,3.2.0,active,,BfsMedstats17Admittype,BFS Medizinische Statistik - 18 1.2.V03 - Eintrittsart / Mode d’admission / Genere di ricovero,"BFS defines variables for medical statistic (german, french, italian) see [BFS](https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.7066232.html). Beschreibung der Umstände des Eintritts. Wie wurde der Patient / die Patientin aufgenommen?",
http://fhir.ch/ig/ch-core/CodeSystem/bfs-medstats-19-admitrole,3.2.0,active,,BfsMedstats19Admitrole,BFS Medizinische Statistik - 19 1.2.V04 - Einweisende Instanz / Décision d’envoi / Istanza ricoverante,"BFS defines variables for medical statistic (german, french, italian) see [BFS](https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.7066232.html). Wer hat die Initiative für die Klinikeinweisung ergriffen?",
http://fhir.ch/ig/ch-core/CodeSystem/bfs-medstats-20-encounterclass,3.2.0,active,,BfsMedstats20Encounterclass,BFS Medizinische Statistik - 20 1.3.V01 - Behandlungsart / Type de prise en charge / Genere di trattamento,"BFS defines variables for medical statistic (german, french, italian) see [BFS](https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.7066232.html). Angabe der Behandlungsart",
http://fhir.ch/ig/ch-core/CodeSystem/bfs-medstats-21-encountertype,3.2.0,active,,BfsMedstats17Admitsource,BFS Medizinische Statistik - 21 1.3.V02 - Klasse / Classe / Classe,"BFS defines variables for medical statistic (german, french, italian) see [BFS](https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.7066232.html). Im Rahmen des Spitalaufenthaltes belegte Liegeklasse, nicht die Versicherungskategorie. Bei Wechsel der Klasse ist die im Wesentlichen beanspruchte Klasse anzugeben.",
http://fhir.ch/ig/ch-core/CodeSystem/bfs-medstats-25-mainguarantor,3.2.0,active,,BfsMedstats25Mainguarantor,BFS Medizinische Statistik - 25 1.4.V02 - Hauptkostenträger für Grundversicherungsleistungen / Prise en charge des soins de base / Unità d’imputazione principale per le prestazioni dell’assicurazione di base,"BFS defines variables for medical statistic (german, french, italian) see [BFS](https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.7066232.html). Angabe des Hauptgaranten, der für die Kosten der Grundversicherungsleistungen des Spitalaufenthalts im Wesentlichen aufkommt. Keine Mehrfachnennungen möglich.",
http://fhir.ch/ig/ch-core/CodeSystem/bfs-medstats-27-dischargedecision,3.2.0,active,,BfsMedstats27Dischargedecision,BFS Medizinische Statistik - 27 1.5.V02 - Entscheid für Austritt / Décision de sortie / Décisione dell’uscita,"BFS defines variables for medical statistic (german, french, italian) see [BFS](https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.7066232.html). Wer hat den Klinikaustritt veranlasst?",
