Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-lab-order.json	69388	-	0	0	0	0	0	0	10	45	0	0	0	0	0	0	0	3	0	0	308	270	0	0	0	0	15	0	2
fsh-generated/resources/ActivityDefinition-procedure-chloride-serum.json	2385	5	1	0	0	1	0	0	0	224	0	0	0	0	0	0	0	0	0	0	37	24	0	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-procedure-creatinine-serum.json	2023	3	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	28	18	0	0	0	1	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-crp-SI.json	2592	6	0	0	0	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	32	18	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-crp-highsens-SI.json	2695	3	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	33	19	0	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-procedure-crp-highsens.json	2676	2	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-crp.json	2567	3	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	31	18	0	0	0	0	0	0	1
fsh-generated/resources/ActivityDefinition-procedure-d-dimer.json	2159	3	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	29	15	0	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-procedure-hb-ht-panel.json	2628	3	1	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	34	19	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-hb.json	2555	3	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	26	15	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-potassium-serum.json	2540	3	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	26	17	0	0	0	0	0	1	0
fsh-generated/resources/ActivityDefinition-procedure-serum-electrolyte.json	2270	3	0	0	0	0	0	0	1	61	0	0	0	0	0	0	0	0	0	0	26	18	0	0	0	0	1	0	0
