Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-epr-fhir.json	80621	-	0	0	0	0	0	0	8	409	0	0	0	0	0	0	0	1	0	0	252	250	0	0	0	16	0	2
fsh-generated/resources/AuditEvent-ChAuditEventChMhd1ResponderExample.json	3651	9	0	0	1	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	31	28	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventChMhd1SourceExample.json	3649	10	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	30	24	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti104ManagerCreateExample.json	3707	13	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	29	23	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti104ManagerUpdateExample.json	3707	8	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	28	24	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti104SourceExample.json	3697	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	31	24	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti119ConsumerExample.json	3944	8	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	30	24	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti119SupplierExample.json	3940	8	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	28	50	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti130CreateExample.json	3263	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	29	25	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti130DeleteExample.json	3253	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	27	23	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti130UpdateExample.json	3245	8	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	28	25	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti65RecipientExample.json	3657	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	30	27	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti65SourceExample.json	3655	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	35	29	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti67ConsumerExample.json	3796	9	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	29	32	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti67ResponderExample.json	3794	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	28	22	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti68ConsumerExample.json	3690	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	28	24	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti68ResponderExample.json	3688	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	29	41	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti83ConsumerExample.json	3798	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	28	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti83ManagerExample.json	3792	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	28	22	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti90QueryExample.json	3219	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	28	21	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti90ReadExample.json	3315	9	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	29	22	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq3CreateExample.json	3823	8	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	34	23	0	0	0	0	0	1
fsh-generated/resources/AuditEvent-ChAuditEventPpq3DeleteExample.json	3834	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	31	25	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq3UpdateExample.json	3819	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	34	22	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq5ConsumerExample.json	3810	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	22	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq5RepositoryExample.json	3814	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	28	24	0	0	0	0	0	0
fsh-generated/resources/Bundle-6de90529-3baa-4157-9bef-e945363b2c39.json	690	8	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-ChAuditEventPpq4Example.json	14908	9	13	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	48	38	0	0	0	0	0	0
fsh-generated/resources/Bundle-FindMatchingCareServicesResponse.json	11003	10	19	0	0	0	0	0	0	927	0	0	0	0	0	0	0	0	0	0	42	40	0	0	0	0	0	0
fsh-generated/resources/Bundle-PDQm-QueryResponse.json	2073	8	8	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	23	20	0	0	0	0	0	1
fsh-generated/resources/Bundle-PDQm-QueryResponseTooManyResults.json	2013	13	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0
fsh-generated/resources/Bundle-PpqmFeedRequestBundleAdd.json	8635	9	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	44	20	0	0	0	0	0	0
fsh-generated/resources/Bundle-PpqmFeedRequestBundleDelete.json	682	8	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	16	0	0	0	0	0	0
fsh-generated/resources/Bundle-PpqmFeedRequestBundleUpdate.json	12648	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	22	0	0	0	0	0	0
fsh-generated/resources/Bundle-PpqmRetrieveResponseBundle.json	9051	9	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	28	19	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.ATNA.AuditCreator.json	3416	8	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	40	35	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.ATNA.AuditRecordRepository.json	3454	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	49	23	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentConsumer.json	8629	8	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	58	20	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentRecipient.json	1235	8	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	25	19	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentResponder.json	6243	9	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	41	23	0	1	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentSource.json	1211	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.PDQm.Consumer.json	1596	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	32	19	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.PDQm.Supplier.json	1637	9	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	30	19	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.PPQm.PolicyRepository.json	2051	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	33	20	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.PPQm.PolicySourceConsumer.json	2090	8	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	36	20	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.mCSD.DataSource.json	2004	8	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	34	23	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.mCSD.Directory.json	5407	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	38	21	0	0	0	1	0	0
