Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/ch.fhir.ig.ch-epr-fhir.xml	49335	-	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	2	0	0	316	276	0	0	0	9	0	2
fsh-generated/resources/AuditEvent-ChAuditEventChMhd1RecipientExample.json	3664	5	0	0	0	0	0	0	1	735	0	0	0	0	0	0	0	0	0	0	29	26	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventChMhd1SourceExample.json	3662	4	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	25	17	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti104ManagerCreateExample.json	3714	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	27	12	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti104ManagerUpdateExample.json	3714	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	28	13	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti104SourceExample.json	3704	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	30	13	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti119ConsumerExample.json	3951	4	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti119SupplierExample.json	3947	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	31	12	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti65RecipientExample.json	3663	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	31	10	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti65SourceExample.json	3661	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti67ConsumerExample.json	3802	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	27	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti67ResponderExample.json	3800	3	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	35	12	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti68ConsumerExample.json	3690	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	29	13	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti68ResponderExample.json	3688	4	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	24	13	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti83ConsumerExample.json	3805	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti83ManagerExample.json	3799	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti90QueryExample.json	3261	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	23	10	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventIti90ReadExample.json	3357	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	28	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq3CreateExample.json	3830	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq3DeleteExample.json	3841	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq3UpdateExample.json	3826	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	28	37	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq5ConsumerExample.json	3817	4	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	25	15	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventPpq5RepositoryExample.json	3821	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	25	10	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventmCSD1CreateExample.json	3889	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	28	11	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventmCSD1DeleteExample.json	3245	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	31	14	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ChAuditEventmCSD1UpdateExample.json	3224	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	13	0	0	0	0	0	0
fsh-generated/resources/Bundle-6de90529-3baa-4157-9bef-e945363b2c39.json	722	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0	0
fsh-generated/resources/Bundle-ChAuditEventPpq4Example.json	14944	4	0	0	0	0	12	0	1	10	0	0	0	0	0	0	0	0	0	0	63	34	0	0	0	0	0	0
fsh-generated/resources/Bundle-FindMatchingCareServicesResponse.json	11031	4	0	0	0	0	13	0	1	262	0	0	0	0	0	0	0	0	0	0	53	289	0	0	0	0	0	0
fsh-generated/resources/Bundle-PDQm-QueryResponse.json	2091	3	0	0	0	0	5	0	0	50	0	0	0	0	0	0	0	0	0	0	22	36	0	0	0	0	0	0
fsh-generated/resources/Bundle-PDQm-QueryResponseTooManyResults.json	2019	4	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0	0	0	0
fsh-generated/resources/Bundle-PpqmFeedRequestBundleAdd.json	8635	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	33	18	0	0	0	0	0	2
fsh-generated/resources/Bundle-PpqmFeedRequestBundleDelete.json	682	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0
fsh-generated/resources/Bundle-PpqmFeedRequestBundleUpdate.json	12648	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	33	20	0	0	0	0	0	0
fsh-generated/resources/Bundle-PpqmRetrieveResponseBundle.json	9039	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	33	19	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.ATNA.AuditCreator.json	3413	3	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	50	40	0	1	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.ATNA.AuditRecordRepository.json	3451	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	48	22	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentConsumer.json	8637	4	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	63	22	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentRecipient.json	1568	3	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	33	19	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentResponder.json	6105	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	47	21	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.MHD.DocumentSource.json	1544	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	17	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.PDQm.Consumer.json	1596	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	28	20	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.PDQm.Supplier.json	1637	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	17	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.PPQm.PolicyRepository.json	2051	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	33	18	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.PPQm.PolicySourceConsumer.json	2090	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	35	17	0	0	0	0	0	0
