Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-ips.json	16417	-	0	0	0	0	0	0	7	61	0	0	0	0	0	0	0	1	0	0	156	113	0	0	0	5	0	1
fsh-generated/resources/AllergyIntolerance-27da84cc-526a-4098-afb5-f08c7836d893.json	1109	11	1	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	30	25	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-NoKnownAllergy.json	1007	7	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	26	22	0	0	0	0	0	0
fsh-generated/resources/Bundle-UC1-SwissIpsDocument1.json	13944	15	0	0	0	0	49	0	0	1013	0	0	0	0	0	0	0	0	0	0	100	75	0	0	0	0	0	1
fsh-generated/resources/Bundle-UC1-SwissIpsDocument2.json	36023	18	0	0	0	0	30	0	2	681	0	0	0	0	0	0	0	1	0	0	191	218	0	0	0	0	0	0
fsh-generated/resources/Composition-UC1-Composition1.json	3325	9	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	29	32	0	0	0	0	0	0
fsh-generated/resources/Condition-506b9fef-be0a-4398-bb7e-7d14c311912f.json	1260	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	21	22	0	0	0	0	0	0
fsh-generated/resources/Condition-8a79d459-0d2f-460b-87fd-a7de12d49871.json	1309	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	23	22	0	0	0	0	0	0
fsh-generated/resources/Condition-DiabetesMellitus.json	1160	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	21	17	0	0	0	0	0	1
fsh-generated/resources/Immunization-19efd704-3461-4120-b3cf-a76ae046e150.json	1897	7	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	24	15	0	0	0	0	0	0
fsh-generated/resources/Medication-MetforminIssue2.json	1649	6	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	23	15	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-a90a2282-a79a-4f14-8f10-ce8619472595.json	2767	8	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	0	0	0	35	16	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-88ee1ffb-26d0-49a2-95e4-6212261805a6.json	2745	8	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	37	16	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedStatMetformin.json	2561	8	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	30	17	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-c691357a-d4f9-4906-af3a-3d63d4a1d312.json	3191	8	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	29	18	0	0	0	0	0	0
fsh-generated/resources/Observation-07b2e450-a62e-4734-98bf-51462f008e0f.json	1069	6	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	0	0
fsh-generated/resources/Observation-93fe0d81-a547-494e-941c-113506108b76.json	906	7	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	20	16	0	0	0	0	0	0
fsh-generated/resources/Observation-db5ef7b0-e946-4260-a604-128b8887a41b.json	1067	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	20	15	0	0	0	0	0	0
fsh-generated/resources/Organization-Hausarzt.json	453	7	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0
fsh-generated/resources/Organization-a27376ce-fa12-458d-a2dc-f90e63de126b.json	478	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0
fsh-generated/resources/Patient-8383926c-ece1-4384-94bc-b4250b4cb71b.json	780	7	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0
