Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-ips.json	19209	-	0	0	0	0	0	0	15	78	0	0	0	0	0	0	0	1	0	0	124	104	0	0	0	5	0	5
fsh-generated/resources/AllergyIntolerance-27da84cc-526a-4098-afb5-f08c7836d893.json	1149	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0
fsh-generated/resources/Bundle-UC1-SwissIpsDocument1.json	21940	12	40	0	1	0	0	0	4	4468	0	0	0	0	0	0	0	1	0	0	61	73	0	0	0	0	0	1
fsh-generated/resources/Bundle-UC1-SwissIpsDocument2.json	47191	20	28	0	0	0	0	0	8	417	0	0	0	0	0	0	0	1	0	0	116	141	0	0	0	0	0	1
fsh-generated/resources/Composition-UC1-Composition1.json	4305	7	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	24	21	0	0	0	0	0	1
fsh-generated/resources/Condition-12d8debe-5e03-465d-83f3-17675be9db4a.json	1742	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
fsh-generated/resources/Condition-2c67cf62-d712-44c7-aedb-b5582bc707f1.json	1364	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	16	0	0	0	0	0	0
fsh-generated/resources/Condition-506b9fef-be0a-4398-bb7e-7d14c311912f.json	1363	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20	16	0	0	0	0	0	0
fsh-generated/resources/Condition-8a79d459-0d2f-460b-87fd-a7de12d49871.json	1379	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0
fsh-generated/resources/Condition-CoronaryHeartDisease.json	1268	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/Condition-DiabetesMellitus.json	1263	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0
fsh-generated/resources/Condition-HighBloodPressure.json	1280	5	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Immunization-19efd704-3461-4120-b3cf-a76ae046e150.json	1897	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-6f369210-adb1-4f11-893d-9977e34932de.json	2960	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-88ee1ffb-26d0-49a2-95e4-6212261805a6.json	3345	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	1	0	0
fsh-generated/resources/MedicationStatement-MedStatCandesartan.json	2474	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedStatMetformin.json	3245	5	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-e463547f-7414-47cb-b97f-04a81e1ab7d8.json	2687	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-f27b9345-6ba6-4fd6-83ab-6db6c2acd981.json	2548	6	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	18	22	0	0	0	0	0	0
fsh-generated/resources/Observation-07b2e450-a62e-4734-98bf-51462f008e0f.json	1069	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	18	0	0	0	0	0	0
fsh-generated/resources/Observation-93fe0d81-a547-494e-941c-113506108b76.json	906	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	19	13	0	0	0	0	0	0
fsh-generated/resources/Observation-db5ef7b0-e946-4260-a604-128b8887a41b.json	1067	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	15	12	0	0	0	0	0	1
fsh-generated/resources/Organization-Hausarzt.json	453	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
