Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-lab-order.json	93252	-	0	0	0	0	0	0	10	414	0	0	0	0	0	0	0	2	0	0	257	272	0	0	0	0	19	0	9
fsh-generated/resources/ActivityDefinition-procedure-chloride-serum.json	1513	8	0	0	1	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	1	0	1
fsh-generated/resources/ActivityDefinition-procedure-crp-SI.json	2450	10	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-crp-highsens-SI.json	1657	10	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	20	18	0	0	1	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-crp-highsens.json	2534	8	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	27	18	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-crp.json	2425	6	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	20	17	0	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-procedure-d-dimer.json	2017	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	26	14	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-hb-ht-panel.json	2581	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-hb.json	2413	5	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	20	17	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-ht.json	2424	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	20	17	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-lab-eGFR-ckd-epi.json	2250	5	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	20	18	0	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-procedure-lab-panel-renal-insufficiency.json	1712	5	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-potassium-serum.json	2398	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-serum-creatinine.json	2123	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	19	16	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-serum-electrolyte.json	2255	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	20	17	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-sodium-serum.json	2227	6	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	21	16	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-urine-albumin.json	1390	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-procedure-urine-creatinine.json	1408	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	22	15	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-procedure-urine-uACR.json	2216	5	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	37	16	0	0	0	0	0	0	0
