URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-lab-report/ValueSet/ch-lab-bloodgroup-antibody-screen,1.0.0-ballot,active,,ChLabBloodGroupAntibodyScreen,ChLab BloodGroup Antibody Screen Tests,"Detects atypical IgG antibodies prior to transfusion or during pregnancy. The screening test is designed specifically to detect IgG antibodies and some IgM antibodies (non ABO) may also be detected. Antibodies detected by the antibody screen should then be identified, and a titer performed if the antibody identified is considered to be clinically significant during pregnancy.",,"SCT"
http://fhir.ch/ig/ch-lab-report/ValueSet/ch-lab-bloodgroup-antibody-vs,1.0.0-ballot,active,,ChLabBloodGroupAntibody,CH Lab Results Blood Group Antibody,"ValueSet Blood Group Antibody",,"SCT"
http://hl7.eu/fhir/laboratory/ValueSet/lab-obsCode-eu-lab,0.1.0,active,,LaboratoryResultStandardEuVs,Laboratory Code,"Laboratory observation codes. List of Laboratory observation codes derived from the LOINC and NPU code systems.","StructureDefinition/ch-lab-observation-results-laboratory",
http://hl7.eu/fhir/laboratory/ValueSet/lab-orderCodes-eu-lab,0.1.0,active,,LabOrderCodesEuVs,Laboratory Order,"List of LOINC Laboratory codes of type 'Order' or 'Both. This value set is built upon the IPS value set 'Results Laboratory Observation - IPS'","StructureDefinition/ch-lab-report-servicerequest","LOINC"
http://hl7.eu/fhir/laboratory/ValueSet/lab-reportType-eu-lab,0.1.0,active,,LabReportTypesEuVs,Laboratory Report Types,"Laboratory Report Types. This version includes only one code as suggested by the eHN guideline. Category can be used for filtering per study type or specialty.","StructureDefinition/ch-lab-diagnosticreport","LOINC"
http://hl7.eu/fhir/laboratory/ValueSet/lab-specialty-eu-lab,0.1.0,active,,LabSpecialtyEuVs,Laboratory Specialty,"Laboratory Specialties. Notes: Note 1: This value set is based on analysis of national coding practices in 8 European countries (AT, CZ, DE, FR, IE, IT, PT, SE) and agreed by involved lab experts as a common lab specialty value set. Note 2: Many European countries are using additional laboratory specialty types, which should be mapped towards this value set. Note 3: In case of documented need, this value set could be extended.","StructureDefinition/ch-lab-diagnosticreport,StructureDefinition/ch-lab-report-composition,StructureDefinition/ch-lab-observation-results-laboratory","SCT"
http://hl7.eu/fhir/laboratory/ValueSet/lab-specimenAdditive-eu-lab,0.1.0,active,,LabSpecimenAdditiveEu,Specimen Additive,"List of the specimen additives. Additives are commonly added to the vacutainer tubes to preserve the specimen for laboratory analysis","StructureDefinition/specimen-additive-substance-eu-lab","SCT"
http://hl7.eu/fhir/laboratory/ValueSet/lab-specimenContainer-eu-lab,0.1.0,active,,LabSpecimenContainerEu,Specimen Container,"List of the containers commonly used to collect specimens (e.g. urine, blood,..).","StructureDefinition/ch-lab-specimen","SCT"
http://hl7.eu/fhir/laboratory/ValueSet/lab-specimenType-eu-lab,0.1.0,active,,LabSpecimenTypesEuVs,Specimen Types,"Laboratory Specimen Types","StructureDefinition/ch-lab-specimen","SCT"
http://hl7.eu/fhir/laboratory/ValueSet/lab-studyType-eu-lab,0.1.0,active,,LabStudyTypesEuVs,Laboratory Study Types,"Laboratory Study Types Notes: Note 1:26436-6 (Laboratory studies) enables issuing a report putting together observations from multiple specialties (disciplines) in the same text block, allowing delivery of a global interpretation comment at the end of the text block that will be rendered at the end of the report. Note 2:Mycology and parasitology, as well as bacteriology, are part of the 18725-2 (Microbiology studies (set)) studies. Note 3:Virology MAY be included in 18725-2 (MICROBIOLOGY STUDIES) or 18727-8 (SEROLOGY STUDIES) or split between both study types, depending upon the Content Creator Actor’s choice.","StructureDefinition/ch-lab-diagnosticreport,StructureDefinition/ch-lab-report-composition,StructureDefinition/ch-lab-observation-results-laboratory","LOINC"
http://hl7.eu/fhir/laboratory/ValueSet/lab-technique-eu-lab,0.1.0,active,,LabTechniqueEuVs,Laboratory Techniques,"Laboratory technique (method of measurement) used for the result measurement (based on SNOMED CT).","StructureDefinition/ch-lab-observation-results-laboratory","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/ch-lab-specimen","SCT"
http://hl7.org/fhir/uv/ips/ValueSet/results-coded-values-laboratory-uv-ips,1.1.0,active,,ResultsCodedValuesLaboratoryUvIps,Results Coded Values Laboratory - IPS,"This value set is defined as the union of: (a) Blood group [Type]; (b) Presence/Absence Indicators (2.16.840.1.113883.11.22.52) (c) Microorganisms (2.16.840.1.113883.11.22.49)","StructureDefinition/ch-lab-observation-results-laboratory",
