Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-rad-order.json	26119	-	0	0	0	0	0	0	17	81	0	0	0	0	0	0	0	1	0	0	101	140	0	0	0	0	12	0	2
fsh-generated/resources/Appointment-AppointmentRadiography.json	535	13	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	18	31	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-DocumentRadiologyOrder.json	243668	55	110	0	0	0	0	0	23	6529	0	0	0	0	0	0	0	1	0	0	1300	419	0	0	0	0	0	0	5
fsh-generated/resources/CodeSystem-ch-rad-order-dicom-unknown.json	534	12	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	23	442	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ch-rad-order-order-detail-type.json	845	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	60	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-rad-order-requested-service.json	1166	11	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	26	57	0	0	0	0	0	0	0
fsh-generated/resources/Composition-CompositionRadiologyOrderImagingRequest.json	2222	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	35	0	0	0	0	0	0	0
fsh-generated/resources/Condition-CaveatBloodCoagulation.json	1666	11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	23	31	0	0	0	0	0	0	0
fsh-generated/resources/Condition-CaveatBodyPiercing.json	1366	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	21	0	0	0	0	0	0	0
fsh-generated/resources/Condition-CaveatDeviceCardiacPacemaker.json	1379	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0	0
fsh-generated/resources/Condition-CaveatDrugPrescriptionMetformin.json	1401	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0	0
fsh-generated/resources/Condition-CaveatRenalInsufficiency.json	1677	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	23	0	0	0	0	0	0	0
fsh-generated/resources/Condition-PrimaryDiagnosis.json	709	11	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	20	0	0	0	0	0	0	0
fsh-generated/resources/Condition-SecondaryDiagnosis1.json	716	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	21	0	0	0	0	0	0	0
fsh-generated/resources/Condition-SecondaryDiagnosis2.json	716	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	20	0	0	0	0	0	0	0
fsh-generated/resources/Coverage-CoverageKVG.json	1062	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	21	19	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-DocumentReferenceNonDicom.json	512	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-DicomSopInstanceConformant.json	1110	5	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0	0
fsh-generated/resources/Location-LocationRadiography.json	468	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyHeight.json	796	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyWeight.json	796	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0
fsh-generated/resources/Observation-CaveatBloodCoagulationINR.json	638	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0
fsh-generated/resources/Observation-CaveatBloodCoagulationPlatelets.json	654	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0
fsh-generated/resources/Observation-CaveatRenalInsufficiencyCreatinine.json	676	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-CaveatRenalInsufficiencyCreatinineClearance.json	732	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0	0
fsh-generated/resources/Organization-OrgHappyDoctors.json	376	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	0
fsh-generated/resources/Organization-OrgRadHappyHospital.json	413	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0
fsh-generated/resources/Organization-OrgSmallHospital.json	377	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0
fsh-generated/resources/Patient-PatSUfferer.json	1436	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractDAtaenterer.json	455	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractKNowit-All.json	867	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	10	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractORderfiller.json	865	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractORderplacer.json	861	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0
