URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-acquisition-modality,2.0.1,active,,ChRadOrderAcquisitionModality,Modality that created the series,"Valuset for the Type of equipment, or function or technique of that equipment, that created the data",,"Internal,Other"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-caveat-condition,2.0.1,active,,ChRadOrderCaveatCondition,Caveat Condition,"Definition for Caveat Condition Value Set in the context of CH RAD-Order.",,"SCT"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-caveat-device,2.0.1,active,,ChRadOrderCaveatDevice,Caveat Device,"Definition for Caveat Device Value Set in the context of CH RAD-Order.",,"SCT"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-caveat-qualifier-value,2.0.1,active,,ChRadOrderQualifierValue,Qualifier Value,"Qualifier values in the context of CH RAD-Order.",,"SCT"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-caveat-type,2.0.1,active,,ChRadOrderCaveatType,Type of Caveat,"Definition for Type of Caveat Value Set in the context of CH RAD-Order.",,"SCT"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-guidance-for-action,2.0.1,active,,ChRadOrderGuidanceForAction,Guidance for Action,"Definition for Guidance for Action Value Set in the context of CH RAD-Order.",,"hl7.terminology.r4"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-imaging-focus,2.0.1,active,,ChRadOrderImagingFocus,Imaging Focus,"Definition for Imaging Focus Value Set in the context of CH RAD-Order.",,"hl7.terminology.r4"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-imaging-region,2.0.1,active,,ChRadOrderImagingRegion,Imaging Region,"Definition for Imaging Region Value Set in the context of CH RAD-Order.",,"hl7.terminology.r4"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-laterality,2.0.1,active,,ChRadOrderLaterality,Laterality,"Definition for Laterality Value Set in the context of CH RAD-Order.",,"hl7.terminology.r4"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-maneuver-type,2.0.1,active,,ChRadOrderManeuverType,Maneuver Type,"Definition for Maneuver Type Value Set in the context of CH RAD-Order.",,"hl7.terminology.r4"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-modality-type,2.0.1,active,,ChRadOrderModalityType,Modality Type,"Definition for Modality Type Value Set in the context of CH RAD-Order.",,"hl7.terminology.r4"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-order-detail-type,2.0.1,active,,ChRadOrderOrderDetailType,Type of Order Detail,"Definition for Type of Order Detail Value Set in the context of CH RAD-Order.",,"Internal"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-requested-service,2.0.1,active,,ChRadOrderRequestedService,Requested Service,"Definition for Requested Service Value Set in the context of CH RAD-Order.",,"Internal"
http://fhir.ch/ig/ch-rad-order/ValueSet/ch-rad-order-view-type,2.0.1,active,,ChRadOrderViewType,View Type,"Definition for View Type Value Set in the context of CH RAD-Order.",,"hl7.terminology.r4"
