Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-elm.json	107876	-	0	0	0	0	0	0	21	78	0	0	0	0	0	0	0	3	0	0	279	448	0	0	0	17	0	3
fsh-generated/resources/Bundle-1Doc-NeisseriaGonorrhoeae.json	10089	11	35	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	73	0	0	0	0	0	0
fsh-generated/resources/Bundle-1bDoc-NeisseriaGonorrhoeae.json	10416	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	69	0	0	0	0	0	0
fsh-generated/resources/Bundle-1cDoc-NeisseriaGonorrhoeae.json	8498	12	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	53	0	0	0	0	0	0
fsh-generated/resources/Bundle-2Doc-ChlamydiaTrachomatis-Vct.json	11539	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	35	0	0	0	0	0	0
fsh-generated/resources/Bundle-2Doc-ChlamydiaTrachomatis.json	11014	8	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	39	0	0	0	0	0	0
fsh-generated/resources/Bundle-4Doc-Campylobacter.json	10044	8	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	34	0	0	0	0	0	0
fsh-generated/resources/Bundle-5Doc-TreponemaPallidum.json	9991	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	36	0	0	0	0	0	0
fsh-generated/resources/Bundle-61Doc-Tb-Susceptibility.json	11496	8	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	599	0	0	0	0	0	0
fsh-generated/resources/Bundle-63Doc-Tb-Genotyping.json	10776	8	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	28	59	0	0	0	0	0	0
fsh-generated/resources/Bundle-66Doc-HivRecency.json	13499	8	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	432	0	0	0	0	0	0
fsh-generated/resources/Bundle-6Doc-Influenza.json	9560	8	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	46	0	0	0	0	0	0
fsh-generated/resources/Bundle-7Doc-SARSCoV2.json	10430	8	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	51	0	0	0	0	0	0
fsh-generated/resources/Bundle-ex-findDocumentReferencesResponse.json	1982	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	0	0	0
fsh-generated/resources/Composition-1Comp-NeisseriaGonorrhoeae.json	1210	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	29	0	0	0	0	0	0
fsh-generated/resources/Composition-1bComp-NeisseriaGonorrhoeae.json	1183	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	29	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-1DR-NeisseriaGonorrhoeae.json	1001	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	31	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-1bDR-NeisseriaGonorrhoeae.json	1007	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	25	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-1cDR-NeisseriaGonorrhoeae.json	1003	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-1-DocumentReferenceResponseCompleted.json	729	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	21	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-1-DocumentReferenceResponseFailed.json	1173	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	21	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-1-DocumentReferenceResponseInProgress.json	733	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	19	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-1-DocumentReferenceStrict.json	12011	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	438	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-1c-DocumentReferenceStrict.json	10194	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	30	0	0	0	0	0	1
fsh-generated/resources/DocumentReference-2-DocumentReference.json	12982	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	32	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-2-DocumentReferenceStrict.json	12988	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	45	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-2-DocumentReferenceVctStrict.json	13576	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	35	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Publish-1Doc-NeisseriaGonorrhoeae.json	12019	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	35	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Publish-2Doc-ChlamydiaTrachomatis-Vct.json	13585	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	41	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Publish-4Doc-Campylobacter.json	11959	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	37	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Publish-5Doc-TreponemaPallidum.json	11915	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	34	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Publish-6Doc-Influenza.json	11412	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	33	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-Publish-7Doc-SARSCoV2.json	12392	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	35	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-IDN.json	544	7	13	0	0	0	0	0	0	11	1812	0	0	0	0	0	0	0	0	0	21	24	0	0	0	1	0	0
fsh-generated/resources/Observation-1Obs-NeisseriaGonorrhoeae.json	1188	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0
fsh-generated/resources/Observation-1bObs-NeisseriaGonorrhoeae.json	1191	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0
fsh-generated/resources/Organization-1Org-KsAbc.json	1023	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	15	0	0	0	0	0	0
fsh-generated/resources/Organization-1Org-Labor.json	181	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
fsh-generated/resources/Organization-1bOrg-Broker.json	163	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0
fsh-generated/resources/Organization-1bOrg-Labor.json	184	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
fsh-generated/resources/Organization-Org-JeanneMoreau.json	899	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0
fsh-generated/resources/Organization-Org-PeterHauser.json	732	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	14	0	0	0	0	0	0
fsh-generated/resources/Organization-Organization-OrdererWithBERUIDB.json	832	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	0	0	0	0	0	0
fsh-generated/resources/Patient-Pat-001.json	725	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
fsh-generated/resources/Patient-Pat-003.json	1298	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/Patient-Pat-004.json	1262	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0
fsh-generated/resources/Patient-Pat-005.json	725	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0
fsh-generated/resources/Patient-Pat-006.json	1191	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/Patient-Pat-007.json	706	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0
fsh-generated/resources/Patient-Pat-VCT.json	1162	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0
