Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-emr.json	44087	-	0	0	0	0	0	0	16	77	0	0	0	0	0	0	0	1	0	0	166	217	0	0	0	12	0	3
fsh-generated/resources/AllergyIntolerance-EX-AllergyIntolerance.json	2276	4	0	0	2	0	0	0	1	4169	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-UC2-AllergyIntolerance-Penicillin.json	1268	2	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0
fsh-generated/resources/Bundle-EX-Bundle.json	37268	12	82	0	0	0	0	0	5	7825	0	0	0	0	0	0	0	0	0	0	82	117	0	0	0	0	0	1
fsh-generated/resources/Bundle-UC1-Bundle-emr-MusterMax.json	34158	10	9	0	0	0	0	0	3	4178	0	0	0	0	0	0	0	1	0	0	77	104	0	0	0	0	0	0
fsh-generated/resources/Bundle-UC2-Bundle-emr-WalterSchmid.json	37673	10	6	0	0	0	0	0	2	600	0	0	0	0	0	0	0	0	0	0	82	591	0	0	0	0	0	1
fsh-generated/resources/Bundle-UC3-Bundle-emr-LaraKeller.json	26583	7	5	0	0	0	0	0	2	1743	0	0	0	0	0	0	0	0	0	0	59	39	0	0	0	0	0	0
fsh-generated/resources/Bundle-UC4-Bundle-emr-BeatFrei.json	22643	6	3	0	0	0	0	0	1	440	0	0	0	0	0	0	0	1	0	0	51	47	0	0	0	0	0	1
fsh-generated/resources/Bundle-UC5-Bundle-emr-AnnaMeier.json	32476	8	5	0	0	0	0	0	2	452	0	0	0	0	0	0	0	0	0	0	66	87	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-emr-mri-safety-status-cs.json	1442	2	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	10	53	0	0	0	1	0	0
fsh-generated/resources/Composition-EX-Composition.json	7908	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	23	0	0	0	0	0	0
fsh-generated/resources/Composition-UC1-Composition-emr-MusterMax.json	9534	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	0	0
