URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-expecting-organism-specification,1.1.0,active,,ChElmExpectingOrganismSpecification,CH ELM Expecting Organism Specification,"This CH ELM value set includes the leading codes for the laboratory test results, which have to be completed by another code for the expecting organism.","ConceptMap/ch-elm-expecting-organism-specification-to-results-completion-vs","LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-expecting-specimen-specification,1.1.0,active,,ChElmExpectingSpecimenSpecification,CH ELM Expecting Specimen Specification,"This CH ELM value set includes the leading codes for the laboratory test results, which have to be completed by another code for the expecting specimen.","ConceptMap/ch-elm-expecting-specimen-specification-to-results-completion-vs","LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-foph-patient-name-representation,1.1.0,active,,ChElmFophPatientNameRepresentation,CH ELM FOPH Patient Name Representation,"This CH ELM resource defines the codes which identify possible patient name schemas to be used.","ConceptMap/ch-elm-results-to-foph-patient-name-representation","Internal"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-lab-study-types,1.1.0,active,,ChElmLabStudyTypes,CH ELM Lab Study Types,"This CH ELM value set includes the codes for the laboratory specialties.","StructureDefinition/ch-elm-composition","LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-observation-interpretation-codes,1.1.0,active,,ChElmObservationInterpretationCodes,CH ELM Observation Interpretation Codes,"This CH ELM value set includes the codes for the qualitative interpretation of the observation values (susceptible/resistant).","StructureDefinition/ch-elm-observation-results-laboratory","THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-coded-values-laboratory,1.1.0,active,,ChElmResultsCodedValuesLaboratory,CH ELM Results Coded Values Laboratory,"This CH ELM value set includes the codes for the laboratory test results (presence/absence).","StructureDefinition/ch-elm-observation-results-laboratory","SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-completion-vs,1.1.0,active,,ChElmResultsCompletionVs,CH ELM Results Completion Vs,"This CH ELM value set includes the value set URLs as codes to map in the concept maps the leading codes, which must be completed with additional codes.","ConceptMap/ch-elm-expecting-organism-specification-to-results-completion-vs,ConceptMap/ch-elm-expecting-specimen-specification-to-results-completion-vs","Internal"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-cpe-org,1.1.0,active,,ChElmResultsCpeOrg,CH ELM Results Cpe Org,"This CH ELM value set includes the codes for the laboratory test results to complete the leading code with an additional code.",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-geni-spec,1.1.0,active,,ChElmResultsGeniSpec,CH ELM Results Geni Spec,"This CH ELM value set includes the codes for the laboratory test results to complete the leading code with an additional code.",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-laboratory-observation,1.1.0,active,,ChElmResultsLaboratoryObservation,CH ELM Results Laboratory Observation,"This CH ELM value set includes the codes for the laboratory test results (organism).","StructureDefinition/ch-elm-observation-results-laboratory-strict,ConceptMap/ch-elm-results-to-foph-patient-name-representation,StructureDefinition/ch-elm-observation-results-laboratory,StructureDefinition/ch-elm-servicerequest-laboratory-order","SCT,LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-status,1.1.0,active,,ChElmStatus,CH ELM Status,"This CH ELM value set includes the codes for the laboratory specialities.","StructureDefinition/ch-ext-elm-status","hl7.fhir.r4.core"
