URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-expecting-organism-specification,1.5.0,active,,ChElmExpectingOrganismSpecification,CH ELM Expecting Organism Specification,"This CH ELM value set includes the leading codes for the laboratory test results, which have to be completed by another code for the expecting organism.","ConceptMap/ch-elm-expecting-organism-specification-to-results-completion-vs","LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-expecting-specimen-specification,1.5.0,active,,ChElmExpectingSpecimenSpecification,CH ELM Expecting Specimen Specification,"This CH ELM value set includes the leading codes for the laboratory test results, which have to be completed by another code for the expecting specimen.","ConceptMap/ch-elm-expecting-specimen-specification-to-results-completion-vs","LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-foph-patient-name-representation,1.5.0,active,,ChElmFophPatientNameRepresentation,CH ELM FOPH Patient Name Representation,"This CH ELM resource defines the codes which identify possible patient name schemas to be used.","ConceptMap/ch-elm-results-to-foph-patient-name-representation","Internal"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-pos,1.5.0,active,,ChElmInterpretationCodesPos,CH ELM Interpretation Codes Positive,"This CH ELM value set includes the code for positive interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-pos-neg,1.5.0,active,,ChElmInterpretationCodesPosNeg,CH ELM Interpretation Codes Positive and Negative,"This CH ELM value set includes the code for positive and negative interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-res-sus,1.5.0,active,,ChElmInterpretationCodesResSus,CH ELM Interpretation Codes Resistant and Susceptible,"This CH ELM value set includes the code for resistant and susceptible interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-sero,1.5.0,active,,ChElmInterpretationCodesSero,CH ELM Interpretation Codes SERO,"This CH ELM value set includes the code for sero interpretation code(s).",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-titer,1.5.0,active,,ChElmInterpretationCodesTiter,CH ELM Interpretation Codes TITER,"This CH ELM value set includes the code for titer interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-vs,1.5.0,active,,ChElmInterpretationCodesVs,CH ELM Interpretation Codes Vs,"This CH ELM value set includes the value set URLs as interpretation codes to map in the concept maps the leading codes.","ConceptMap/ch-elm-results-to-interpretation-code","Internal"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-lab-study-types,1.5.0,active,,ChElmLabStudyTypes,CH ELM Lab Study Types,"This CH ELM value set includes the codes for the laboratory specialties.","StructureDefinition/ch-elm-composition","LOINC"
