Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/ch.fhir.ig.ch-orf.xml	29829	-	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	106	90	0	0	0	0	3	0	1
input/resources/questionnaire-sdc-modular-issue126.xml	1042	13	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ch-orf-vs-encounterclass.json	595	6	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	7	4110	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ch-orf-module-receiver.json	4002	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	48	20	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-orf-antecedentepisodeofcare.json	2275	9	0	0	0	0	0	19	0	67	0	0	0	0	0	0	0	0	0	0	40	1160	0	0	0	0	2	1	0
fsh-generated/resources/ValueSet-ch-orf-vs-consentstatus.json	947	7	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	0	7	34	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-coverage.json	4032	12	0	0	0	0	0	86	0	64	0	0	0	0	0	0	0	1	0	0	184	910	0	0	0	0	3	0	0
fsh-generated/resources/PractitionerRole-ChOrfPractitionerRoleSPitex.json	280	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ch-orf-module-familydoctor.json	4056	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	46	13	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-orf-copyreceiver.json	2166	9	0	0	0	0	0	19	0	14	0	0	0	0	0	0	0	0	0	0	34	116	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ch-orf-vs-desiredaccommodation.json	742	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	5	34	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-orf-document.json	6717	13	0	0	0	0	0	643	0	539	0	0	1	0	0	0	0	5	0	0	1218	3759	0	0	0	0	25	0	5
fsh-generated/resources/Location-LocationOfAppointment.json	438	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-urgentnoficationcontactforthisdocument.json	2415	3	0	0	0	0	0	19	0	16	0	0	0	0	0	0	0	0	0	0	38	109	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-ch-orf-module-initiator.json	8145	5	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	57	16	0	0	0	0	2	0	0
fsh-generated/resources/EpisodeOfCare-ChOrfEpisodeOfCareSUfferer.json	513	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ch-orf-module-appointment.json	4295	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	46	13	0	0	0	0	1	0	0
fsh-generated/resources/Patient-SUfferer.json	1543	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-personorganization.json	1760	3	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	30	110	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ch-orf-vs-personalrelation.json	1411	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	35	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ch-orf-vs-legalrelation.json	625	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-ChOrfRelatedPersonMUfferer.json	318	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-consent.json	3494	5	0	0	0	0	0	87	0	59	0	0	0	0	0	0	0	0	0	0	191	578	0	0	0	0	7	0	0
fsh-generated/resources/QuestionnaireResponse-qr-radiology-order.json	12442	7	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	111	19	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ch-orf-module-receivercopy.json	5719	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	48	13	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-ch-orf-module-consent.json	1558	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	19	15	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-orf-cs-consentstatus.json	611	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	26	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-personalrelation.json	2307	4	0	0	0	0	0	58	0	13	0	0	0	0	0	0	0	0	0	0	36	119	0	0	0	0	1	0	0
fsh-generated/resources/Organization-OrganizationSpitalTrubschachen.json	227	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ch-orf-module-address.json	2167	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ch-orf-vs-appointmentstatus.json	610	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	27	0	0	0	0	0	0	0
fsh-generated/resources/Appointment-AppointmentProposed.json	537	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-documentreference.json	3872	7	0	0	0	0	0	199	0	59	0	0	0	0	0	0	0	0	0	0	171	547	0	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ch-orf-legalrelation.json	2286	4	0	0	0	0	0	25	0	12	0	0	0	0	0	0	0	0	0	0	36	85	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-orf-servicerequest.json	7021	10	0	0	0	0	0	115	0	92	0	0	0	0	0	0	0	1	0	0	229	601	0	0	0	0	5	0	0
fsh-generated/resources/ValueSet-ch-orf-vs-coveragetype.json	410	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	23	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-receiver.json	1960	3	0	0	0	0	0	18	0	43	0	0	0	0	0	0	0	0	0	0	31	82	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-precedentdocument.json	1933	4	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	32	76	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-orf-desiredaccommodation.json	2096	3	0	0	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	34	74	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-orf-patientconsent.json	1955	3	1	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	32	75	0	0	0	0	1	0	0
