Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/ch.fhir.ig.ch-epr-mhealth.xml	27454	-	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	94	58	0	0	0	6	0	1
fsh-generated/resources/Bundle-FindMatchingCareServicesResponse.json	10791	13	1	0	0	0	5	0	1	684	0	0	0	0	0	0	0	0	0	0	32	25	0	0	0	0	0	0
fsh-generated/resources/Bundle-PDQm-QueryResponse.json	1581	7	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/Bundle-PDQm-QueryResponseTooManyResults.json	2041	6	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.ATNA.AuditCreator.json	2725	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	8	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.ATNA.AuditRecordRepository.json	2763	6	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	26	7	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.PDQm.Consumer.json	3465	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	6	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.PDQm.Supplier.json	3509	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	8	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-CH.mCSD.CareServicesSelectiveConsumer.json	4870	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	27	9	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-CH.mCSD.CareServicesSelectiveSupplier.json	4870	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	25	7	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-1.3.6.1.4.1.19376.1.2.27.1.json	1260	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	2388	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-2.16.756.5.30.1.127.3.10.17.json	968	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	40	0	0	0	1	0	0
fsh-generated/resources/OperationOutcome-PDQmResponseMoreAttributesRequested.json	1214	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/Organization-PraxisP.json	1184	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Organization-SpitalX.json	1182	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Organization-SpitalXDept3.json	1300	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/Practitioner-DrPeterPan.json	1946	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PeterPanPraxisP.json	852	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PeterPanSpitalXDept3.json	862	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-CH.mCSD.Organization.json	6080	5	0	0	0	0	0	131	0	65	0	0	0	0	0	0	0	1	0	0	158	413	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-CH.mCSD.Practitioner.json	7009	5	0	0	0	0	0	83	0	73	0	0	1	0	0	0	0	0	0	0	226	396	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-CH.mCSD.PractitionerRole.json	4026	4	0	0	0	0	0	39	0	35	0	0	0	0	0	0	0	1	0	0	107	200	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-OidIdentifier.json	1429	2	0	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	40	105	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-pdqm-moreattributesrequested.json	1510	2	0	0	0	0	0	24	0	42	0	0	0	0	0	0	0	0	0	0	74	138	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ch-pdqm-querypatientresourceresponsemessage.json	2791	4	0	0	0	0	0	121	0	94	0	0	0	0	0	0	0	1	0	0	272	498	0	0	0	6	0	0
fsh-generated/resources/ValueSet-ChPdqmMoreAttriburesRequested.json	984	2	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	10	3787	0	0	0	0	0	1
/input/examples/parameters/ParametersPIXmInput.json	645	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0
/input/examples/parameters/ParametersPIXmOutput.json	840	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0
/input/examples/patient/PatientPIXmFeed.xml	1255	-	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
/input/examples/patient/FranzMusterNeedsAbsoluteUrl.xml	1376	-	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
/input/examples/organization/GruppenpraxisCH.xml	1465	-	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
/input/examples/bundle/2-7-BundleProvideDocument.json	9138	-	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	18	11	0	0	0	0	0	0
/input/examples/list/2-7-DocSubMedicationCard.json	2036	-	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	7	0	0	1	0	0	0
/input/examples/documentreference/2-7-DocRefMedicationCard.json	4077	-	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	14	6	0	0	0	0	0	0
/input/examples/bundle/2-7-BundleProvideDocument-Response.json	1038	-	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0
/input/examples/bundle/Bundle-FindSubmissionSets.json	2594	-	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
/input/examples/bundle/Bundle-FindDocumentReferences.json	4495	-	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0
/input/examples/auditevent/ex-auditProvideBundle-source.json	4074	-	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0
/input/resources/structuredefinition/ch-pixm-in-parameters.xml	3467	-	0	0	0	0	0	39	0	53	0	0	0	0	0	0	0	0	0	0	122	179	0	0	0	4	1	0
/input/resources/structuredefinition/ch-pixm-out-parameters.xml	3496	-	0	0	0	0	0	46	0	46	0	0	0	0	0	0	0	1	0	0	155	228	0	0	0	2	0	0
/input/resources/structuredefinition/ch-pdqm-patient.xml	5194	-	0	0	0	0	0	95	0	105	0	0	0	0	0	0	0	1	0	0	287	574	0	0	0	8	0	1
/input/resources/structuredefinition/ch-pixm-patient-feed.xml	1830	-	0	0	0	0	0	100	0	95	0	0	0	0	0	0	0	1	0	0	253	426	0	0	0	6	0	1
/input/resources/structuredefinition/ch-pdqm-provider-organization.xml	2039	-	0	0	0	0	0	27	0	26	0	0	0	0	0	0	0	0	0	0	85	128	0	0	0	1	0	0
/input/resources/structuredefinition/ch-mhd-providedocumentbundle-comprehensive.xml	6199	-	0	0	0	0	0	263	0	220	0	0	0	0	0	0	0	3	0	0	654	966	0	0	0	15	0	2
/input/resources/structuredefinition/ch-mhd-submissionset-comprehensive.xml	4671	-	0	0	0	0	0	49	0	67	0	0	0	0	0	0	0	1	0	0	189	209	0	0	0	3	0	1
/input/resources/structuredefinition/ch-mhd-documentreference-comprehensive.xml	14301	-	0	0	0	0	0	71	0	80	0	0	0	0	0	0	0	1	0	0	296	338	0	0	0	5	1	0
/input/resources/structuredefinition/ch-mhd-providedocumentbundle-comprehensive-response.xml	3421	-	0	0	0	0	0	45	0	40	0	0	1	0	0	0	0	0	0	0	152	211	0	0	0	3	0	1
/input/resources/structuredefinition/ch-mhd-submissionset-comprehensive-bundle.xml	3144	-	0	0	0	0	0	71	0	65	0	0	0	0	0	0	0	1	0	0	208	360	0	0	0	4	0	0
/input/resources/structuredefinition/ch-mhd-documentreference-comprehensive-bundle.xml	2595	-	0	0	0	0	0	79	0	62	0	0	0	0	0	0	0	1	0	0	198	329	0	0	0	4	0	0
/input/resources/structuredefinition/ch-epr-mhealth-humanname.xml	1766	-	0	0	0	0	0	28	0	22	0	0	0	0	0	0	0	0	0	0	55	89	0	0	0	1	0	0
/input/resources/structuredefinition/ch-epr-mhealth-birthname.xml	2793	-	0	0	0	0	0	34	0	29	0	0	0	0	0	0	0	0	0	0	77	115	0	0	0	1	0	1
/input/resources/structuredefinition/ch-ext-author-authorrole.xml	2523	-	0	0	0	0	0	10	0	9	0	0	0	0	0	0	0	1	0	0	31	51	0	0	0	1	0	0
/input/resources/structuredefinition/ch-ext-deletionstatus.xml	2291	-	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	34	52	0	0	0	0	0	0
/input/resources/operationdefinition/CH.PIXm.xml	2792	-	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	1	0	0
/input/resources/capabilitystatement/CH.mHealth.App.xml	1448	-	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
/input/resources/capabilitystatement/CH.PIXm.Consumer.xml	1659	-	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	0
/input/resources/capabilitystatement/CH.PIXm.Source.xml	1823	-	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	1	0	0
/input/resources/capabilitystatement/CH.MHD.DocumentSource.xml	1397	-	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0
/input/resources/capabilitystatement/CH.MHD.DocumentConsumer.xml	12378	-	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	40	6	0	0	0	0	0	0
/input/resources/capabilitystatement/CH.mHealth.API.xml	1361	-	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	1	0	0
/input/resources/capabilitystatement/CH.PIXm.Manager.xml	2207	-	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0
/input/resources/capabilitystatement/CH.MHD.DocumentRecipient.xml	1421	-	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
/input/resources/capabilitystatement/CH.MHD.DocumentResponder.xml	12423	-	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	43	8	0	0	0	1	0	0
