URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-expecting-organism-specification,1.8.0,active,,ChElmExpectingOrganismSpecification,CH ELM Expecting Organism Specification,"This CH ELM value set includes the leading codes for the laboratory test results, which have to be completed by another code for the expecting organism.",,"LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-expecting-specimen-specification,1.8.0,active,,ChElmExpectingSpecimenSpecification,CH ELM Expecting Specimen Specification,"This CH ELM value set includes the leading codes for the laboratory test results, which have to be completed by another code for the expecting specimen.",,"LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-foph-patient-name-representation,1.8.0,active,,ChElmFophPatientNameRepresentation,CH ELM FOPH Patient Name Representation,"This CH ELM resource defines the codes which identify possible patient name schemas to be used.",,"Internal"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-avidity,1.8.0,active,,ChElmInterpretationCodesAvidity,CH ELM Interpretation Codes AVIDITY,"This CH ELM value set includes the code for avidity interpretation code(s).",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-pos,1.8.0,active,,ChElmInterpretationCodesPos,CH ELM Interpretation Codes Positive,"This CH ELM value set includes the code for positive interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-pos-neg,1.8.0,active,,ChElmInterpretationCodesPosNeg,CH ELM Interpretation Codes Positive and Negative,"This CH ELM value set includes the code for positive and negative interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-res-sus,1.8.0,active,,ChElmInterpretationCodesResSus,CH ELM Interpretation Codes Resistant and Susceptible,"This CH ELM value set includes the code for resistant and susceptible interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-sero,1.8.0,active,,ChElmInterpretationCodesSero,CH ELM Interpretation Codes SERO,"This CH ELM value set includes the code for sero interpretation code(s).",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-titer,1.8.0,active,,ChElmInterpretationCodesTiter,CH ELM Interpretation Codes TITER,"This CH ELM value set includes the code for titer interpretation code(s).",,"THO (V3)"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-interpretation-codes-vs,1.8.0,active,,ChElmInterpretationCodesVs,CH ELM Interpretation Codes Vs,"This CH ELM value set includes the value set URLs as interpretation codes to map in the concept maps the leading codes.",,"Internal"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-lab-study-types,1.8.0,active,,ChElmLabStudyTypes,CH ELM Lab Study Types,"This CH ELM value set includes the codes for the laboratory specialties.",,"LOINC"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-observation-profile-vs,1.8.0,active,,ChElmObservationProfileVs,CH ELM Observation Profile Vs,"This CH ELM value set includes the profile URLs as codes to map in the concept maps the leading codes, which specify how the observation value must be provided.",,"Internal"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-bot-org,1.8.0,active,,ChElmResultsBotOrg,CH ELM Results Bot Org,"The ""CH ELM Results Bot Org"" organism group provides a curated set of codes representing specific organisms. Each code within this group has been selected to ensure precise representation and consistency in relation to the primary LOINC codes. Clients utilizing the ""CH ELM Results Bot Org"" group should refer to the provided codes to accurately and uniformly capture and report organism-related information.",,
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-bot-spec,1.8.0,active,,ChElmResultsBotSpec,CH ELM Results Bot Spec,"The ""CH ELM Results Bot Spec"" material group provides a curated set of codes representing specific materials. Each code within this group is selected to ensure consistency and accuracy for medical coding related to the primary LOINC codes. Clients using the ""CH ELM Results Bot Spec"" group should refer to the provided codes to ensure they capture and report material information correctly and consistently.",,
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-bru-org,1.8.0,active,,ChElmResultsBruOrg,CH ELM Results Bru Org,"The ""CH ELM Results Bru Org"" organism group provides a curated set of codes representing specific organisms. Each code within this group has been selected to ensure precise representation and consistency in relation to the primary LOINC codes. Clients utilizing the ""CH ELM Results Bru Org"" group should refer to the provided codes to accurately and uniformly capture and report organism-related information.",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-camp-diar-org,1.8.0,active,,ChElmResultsCampDiarOrg,CH ELM Results Camp Diar Org,"The ""CH ELM Results Camp Diar Org"" organism group provides a curated set of codes representing specific organisms. Each code within this group has been selected to ensure precise representation and consistency in relation to the primary LOINC codes. Clients utilizing the ""CH ELM Results Camp Diar Org"" group should refer to the provided codes to accurately and uniformly capture and report organism-related information.",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-camp-org,1.8.0,active,,ChElmResultsCampOrg,CH ELM Results Camp Org,"The ""CH ELM Results Camp Org"" organism group provides a curated set of codes representing specific organisms. Each code within this group has been selected to ensure precise representation and consistency in relation to the primary LOINC codes. Clients utilizing the ""CH ELM Results Camp Org"" group should refer to the provided codes to accurately and uniformly capture and report organism-related information.",,"SCT"
http://fhir.ch/ig/ch-elm/ValueSet/ch-elm-results-chol-org,1.8.0,active,,ChElmResultsCholOrg,CH ELM Results Chol Org,"The ""CH ELM Results Chol Org"" organism group provides a curated set of codes representing specific organisms. Each code within this group has been selected to ensure precise representation and consistency in relation to the primary LOINC codes. Clients utilizing the ""CH ELM Results Chol Org"" group should refer to the provided codes to accurately and uniformly capture and report organism-related information.",,"SCT"
