Source File	Size	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/ch.fhir.ig.ch-epr-term.xml	9754	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	103	119	0	0	0	3	0	1
/input/resources/codesystem/2.16.756.5.30.1.127.3.5.xml	43667	0	0	0	1	0	0	2	74	0	0	0	0	0	0	0	0	0	0	90	1333	0	0	0	2	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.6.xml	17223	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	49	43	0	0	0	1	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.5.xml	4050	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	30	28	0	0	0	1	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.6.xml	6046	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	33	27	0	0	0	2	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.7.xml	12080	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	63	29	0	0	0	3	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.9.xml	13185	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	71	32	0	0	0	1	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.10.xml	4956	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	53	34	0	0	0	0	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.12.xml	1798	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	36	20	0	0	0	1	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.14.xml	1173	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	37	19	0	0	0	0	0	0
/input/resources/codesystem/2.16.756.5.30.1.127.3.10.18.xml	1561	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	47	20	0	0	0	0	0	0
