URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://fhir.ch/ig/ch-etoc/CodeSystem/ch-etoc-conditioncategory,2.0.0,active,,ChEtocConditionCategory,Extension Category of Condition,"Extension of Category of Conditionin the context of CH electronic tranisiton of care.","ValueSet/ch-etoc-conditioncategory"
http://fhir.ch/ig/ch-vacd/CodeSystem/ch-vacd-myvaccines-cs,4.0.0,active,,OldSwissVaccinesCodesystem,Old Swiss Vaccines Codesystem,"Old vaccines codes earlier available in Switzerland.","ValueSet/ch-vacd-vaccines-vs"
http://fhir.ch/ig/ch-vacd/CodeSystem/ch-vacd-swissmedic-cs,4.0.0,active,,SwissMedicAuthorizedVaccinesCodesystem,Swiss Medic Authorized Vaccines Codesystem,"The vaccines swissmedic has given an autorization number.","ValueSet/ch-vacd-vaccines-vs"
http://hl7.org/fhir/allergy-intolerance-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.134",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"Category of an identified substance associated with allergies or intolerances.","ValueSet/allergy-intolerance-category"
http://hl7.org/fhir/allergy-intolerance-criticality,4.0.1,draft,"2.16.840.1.113883.4.642.4.130",AllergyIntoleranceCriticality,AllergyIntoleranceCriticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","ValueSet/allergy-intolerance-criticality"
http://hl7.org/fhir/allergy-intolerance-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.132",AllergyIntoleranceType,AllergyIntoleranceType,"Identification of the underlying physiological mechanism for a Reaction Risk.","ValueSet/allergy-intolerance-type"
http://hl7.org/fhir/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.4.621",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","ValueSet/bundle-type"
http://hl7.org/fhir/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.239",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","ValueSet/composition-attestation-mode"
http://hl7.org/fhir/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.242",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","ValueSet/composition-status"
http://hl7.org/fhir/device-nametype,4.0.1,draft,"2.16.840.1.113883.4.642.4.1084",DeviceNameType,DeviceNameType,"The type of name the device is referred by.","ValueSet/device-nametype"
